Anchor_0,Anchor_1,Anchor_2,Anchor_3,Anchor_4
0.101726,0.0963281,0.0936024,0.0335894,0.252144
0.101726,0.0963281,0.0936024,0.0335894,1.28477
0.101726,0.0963281,0.0936024,0.0335894,1.42171
0.101726,0.0963281,0.0936024,0.0335894,1.2973
0.101726,0.0963281,0.0936024,0.0335894,1.27003
0.101726,0.0963281,0.0936024,0.0335894,1.38483
0.101726,0.0963281,0.0936024,0.0335894,0.987385
0.101726,0.0963281,0.0936024,0.0335894,0.617501
0.101726,0.0963281,0.0936024,0.0335894,1.29967
0.101726,0.0963281,0.0936024,0.0335894,1.39943
0.101726,0.0963281,0.0936024,0.0335894,0.885554
0.101726,0.0963281,0.0936024,0.0335894,1.72084
0.101726,0.0963281,0.0936024,0.0335894,0.997934
0.101726,0.0963281,0.0936024,0.0335894,2.02098
0.101726,0.0963281,0.0936024,0.0335894,1.20708
0.101726,0.0963281,0.0936024,0.0335894,0.971679
0.101726,0.0963281,0.0936024,0.0335894,1.3744
0.101726,0.0963281,0.0936024,0.0335894,1.5319
0.101726,0.0963281,0.0936024,0.0335894,1.66763
0.101726,0.0963281,0.0936024,0.0335894,0.307053
0.101726,0.0963281,0.0936024,0.0335894,1.3838
0.101726,0.0963281,0.0936024,0.0335894,0.998756
0.101726,0.0963281,0.0936024,0.0335894,2.70899
0.101726,0.0963281,0.0936024,0.0335894,1.6014
0.101726,0.0963281,0.0936024,0.0335894,1.60118
0.101726,0.0963281,0.0936024,0.0335894,1.13253
0.101726,0.0963281,0.0936024,0.0335894,0.841892
0.101726,0.0963281,0.0936024,0.0335894,1.86106
0.101726,0.0963281,0.0936024,0.0335894,1.49799
0.101726,0.0963281,0.0936024,0.0335894,1.12214
0.101726,0.0963281,0.0936024,0.0335894,1.88931
0.101726,0.0963281,0.0936024,0.0335894,1.20191
0.101726,0.0963281,0.0936024,0.0335894,0.894355
0.101726,0.0963281,0.0936024,0.0335894,0.865385
0.101726,0.0963281,0.0936024,0.0335894,1.67203
0.101726,0.0963281,0.0936024,0.0335894,1.08563
0.101726,0.0963281,0.0936024,0.0335894,2.22418
0.101726,0.0963281,0.0936024,0.0335894,0.71204
0.101726,0.0963281,0.0936024,0.0335894,2.97397
0.101726,0.0963281,0.0936024,0.0335894,1.3662
0.101726,0.0963281,0.0936024,0.0335894,2.12164
0.101726,0.0963281,0.0936024,0.0335894,1.87206
0.101726,0.0963281,0.0936024,0.0335894,1.60727
0.101726,0.0963281,0.0936024,0.0335894,1.08797
0.101726,0.0963281,0.0936024,0.0335894,1.73658
0.101726,0.0963281,0.0936024,0.0335894,1.01982
0.101726,0.0963281,0.0936024,0.0335894,1.72757
0.101726,0.0963281,0.0936024,0.0335894,0.493758
0.101726,0.0963281,0.0936024,0.0335894,1.25967
0.101726,0.0963281,0.0936024,0.0335894,1.09429
0.101726,0.0963281,0.0936024,0.0335894,1.46831
0.101726,0.0963281,0.0936024,0.0335894,1.57408
0.101726,0.0963281,0.0936024,0.0335894,0.319914
0.101726,0.0963281,0.0936024,0.0335894,1.2242
0.101726,0.0963281,0.0936024,0.0335894,1.22492
0.101726,0.0963281,0.0936024,0.0335894,2.83419
0.101726,0.0963281,0.0936024,0.0335894,1.77478
0.101726,0.0963281,0.0936024,0.0335894,2.13419
0.101726,0.0963281,0.0936024,0.0335894,1.18294
0.101726,0.0963281,0.0936024,0.0335894,1.56824
0.101726,0.0963281,0.0936024,0.0335894,1.90171
0.101726,0.0963281,0.0936024,0.0335894,0.271562
0.101726,0.0963281,0.0936024,0.0335894,1.20035
0.101726,0.0963281,0.0936024,0.0335894,2.88202
0.101726,0.0963281,0.0936024,0.0335894,2.92763
0.101726,0.0963281,0.0936024,0.0335894,1.28814
0.101726,0.0963281,0.0936024,0.0335894,1.09697
0.101726,0.0963281,0.0936024,0.0335894,0.592875
0.101726,0.0963281,0.0936024,0.0335894,1.54982
0.101726,0.0963281,0.0936024,0.0335894,2.03584
0.101726,0.0963281,0.0936024,0.0335894,0.661955
0.101726,0.0963281,0.0936024,0.0335894,1.37032
0.101726,0.0963281,0.0936024,0.0335894,2.06346
0.101726,0.0963281,0.0936024,0.0335894,1.23948
0.101726,0.0963281,0.0936024,0.0335894,1.84705
0.101726,0.0963281,0.0936024,0.0335894,1.88702
0.101726,0.0963281,0.0936024,0.0335894,0.861747
0.101726,0.0963281,0.0936024,0.0335894,0.877529
0.101726,0.0963281,0.0936024,0.0335894,1.16199
0.101726,0.0963281,0.0936024,0.0335894,1.34082
0.101726,0.0963281,0.0936024,0.0335894,1.33114
0.101726,0.0963281,0.0936024,0.0335894,1.36494
0.101726,0.0963281,0.0936024,0.0335894,1.43976
0.101726,0.0963281,0.0936024,0.0335894,1.14228
0.101726,0.0963281,0.0936024,0.0335894,0.306536
0.101726,0.0963281,0.0936024,0.0335894,1.69906
0.101726,0.0963281,0.0936024,0.0335894,1.42635
0.101726,0.0963281,0.0936024,0.0335894,1.75422
0.101726,0.0963281,0.0936024,0.0335894,1.42782
0.101726,0.0963281,0.0936024,0.0335894,1.90885
0.101726,0.0963281,0.0936024,0.0335894,1.05746
0.101726,0.0963281,0.0936024,0.0335894,1.49279
0.101726,0.0963281,0.0936024,0.0335894,1.02943
0.101726,0.0963281,0.0936024,0.0335894,0.591672
0.101726,0.0963281,0.0936024,0.0335894,1.44766
0.101726,0.0963281,0.0936024,0.0335894,0.915578
0.101726,0.0963281,0.0936024,0.0335894,1.11032
0.101726,0.0963281,0.0936024,0.0335894,1.66883
0.101726,0.0963281,0.0936024,0.0335894,1.84223
0.101726,0.0963281,0.0936024,0.0335894,1.87922
0.101726,0.0963281,0.0936024,0.0335894,1.16865
0.101726,0.0963281,0.0936024,0.0335894,1.17922
0.101726,0.0963281,0.0936024,0.0335894,1.37398
0.101726,0.0963281,0.0936024,0.0335894,0.716227
0.101726,0.0963281,0.0936024,0.0335894,1.18642
0.101726,0.0963281,0.0936024,0.0335894,1.38849
0.101726,0.0963281,0.0936024,0.0335894,0.191924
0.101726,0.0963281,0.0936024,0.0335894,1.29155
0.101726,0.0963281,0.0936024,0.0335894,1.09031
0.101726,0.0963281,0.0936024,0.0335894,0.99445
0.101726,0.0963281,0.0936024,0.0335894,1.27035
0.101726,0.0963281,0.0936024,0.0335894,0.702661
0.101726,0.0963281,0.0936024,0.0335894,0.68689
0.101726,0.0963281,0.0936024,0.0335894,0.743817
0.101726,0.0963281,0.0936024,0.0335894,1.34533
0.101726,0.0963281,0.0936024,0.0335894,1.25014
0.101726,0.0963281,0.0936024,0.0335894,1.51637
0.101726,0.0963281,0.0936024,0.0335894,0.0595969
0.101726,0.0963281,0.0936024,0.0335894,1.48246
0.101726,0.0963281,0.0936024,0.0335894,0.242592
0.101726,0.0963281,0.0936024,0.0335894,1.09498
0.101726,0.0963281,0.0936024,0.0335894,0.160614
0.101726,0.0963281,0.0936024,0.0335894,1.34433
0.101726,0.0963281,0.0936024,0.0335894,0.844413
0.101726,0.0963281,0.0936024,0.0335894,1.45514
0.101726,0.0963281,0.0936024,0.0335894,1.27373
0.101726,0.0963281,0.0936024,0.0335894,1.14409
0.101726,0.0963281,0.0936024,0.0335894,1.53816
0.101726,0.0963281,0.0936024,0.0335894,1.50677
0.101726,0.0963281,0.0936024,0.0335894,0.499125
0.101726,0.0963281,0.0936024,0.0335894,1.40525
0.101726,0.0963281,0.0936024,0.0335894,1.02214
0.101726,0.0963281,0.0936024,0.0335894,1.09872
0.101726,0.0963281,0.0936024,0.0335894,1.02766
0.101726,0.0963281,0.0936024,0.0335894,1.33137
0.101726,0.0963281,0.0936024,0.0335894,1.37308
0.101726,0.0963281,0.0936024,0.0335894,1.31543
0.101726,0.0963281,0.0936024,0.0335894,1.31527
0.101726,0.0963281,0.0936024,0.0335894,1.22203
0.101726,0.0963281,0.0936024,0.0335894,1.62987
0.101726,0.0963281,0.0936024,0.0335894,1.54086
0.101726,0.0963281,0.0936024,0.0335894,1.35698
0.101726,0.0963281,0.0936024,0.0335894,1.59791
0.101726,0.0963281,0.0936024,0.0335894,1.24063
0.101726,0.0963281,0.0936024,0.0335894,1.15206
0.101726,0.0963281,0.0936024,0.0335894,1.01246
0.101726,0.0963281,0.0936024,0.0335894,1.40589
0.101726,0.0963281,0.0936024,0.0335894,1.50159
0.101726,0.0963281,0.0936024,0.0335894,0.803899
0.101726,0.0963281,0.0936024,0.0335894,1.46114
0.101726,0.0963281,0.0936024,0.0335894,0.930513
0.101726,0.0963281,0.0936024,0.0335894,1.40097
0.101726,0.0963281,0.0936024,0.0335894,2.37917
0.101726,0.0963281,0.0936024,0.0335894,1.42088
0.101726,0.0963281,0.0936024,0.0335894,0.667423
0.101726,0.0963281,0.0936024,0.0335894,1.40671
0.101726,0.0963281,0.0936024,0.0335894,0.688636
0.101726,0.0963281,0.0936024,0.0335894,1.3889
0.101726,0.0963281,0.0936024,0.0335894,1.21383
0.101726,0.0963281,0.0936024,0.0335894,1.52981
0.101726,0.0963281,0.0936024,0.0335894,1.5469
0.101726,0.0963281,0.0936024,0.0335894,1.43741
0.101726,0.0963281,0.0936024,0.0335894,1.15894
0.101726,0.0963281,0.0936024,0.0335894,1.47316
0.101726,0.0963281,0.0936024,0.0335894,1.29586
0.101726,0.0963281,0.0936024,0.0335894,1.26763
0.101726,0.0963281,0.0936024,0.0335894,1.61805
0.101726,0.0963281,0.0936024,0.0335894,0.900001
0.101726,0.0963281,0.0936024,0.0335894,0.657601
0.101726,0.0963281,0.0936024,0.0335894,1.34033
0.101726,0.0963281,0.0936024,0.0335894,1.10191
0.101726,0.0963281,0.0936024,0.0335894,1.31654
0.101726,0.0963281,0.0936024,0.0335894,1.64473
0.101726,0.0963281,0.0936024,0.0335894,1.49176
0.101726,0.0963281,0.0936024,0.0335894,2.02733
0.101726,0.0963281,0.0936024,0.0335894,0.882289
0.101726,0.0963281,0.0936024,0.0335894,1.37604
0.101726,0.0963281,0.0936024,0.0335894,1.00781
0.101726,0.0963281,0.0936024,0.0335894,0.282012
0.101726,0.0963281,0.0936024,0.0335894,0.922475
0.101726,0.0963281,0.0936024,0.0335894,3.07473
0.101726,0.0963281,0.0936024,0.0335894,1.24087
0.101726,0.0963281,0.0936024,0.0335894,1.08995
0.101726,0.0963281,0.0936024,0.0335894,1.81307
0.101726,0.0963281,0.0936024,0.0335894,1.84471
0.101726,0.0963281,0.0936024,0.0335894,1.54006
0.101726,0.0963281,0.0936024,0.0335894,1.02889
0.101726,0.0963281,0.0936024,0.0335894,1.09262
0.101726,0.0963281,0.0936024,0.0335894,1.7098
0.101726,0.0963281,0.0936024,0.0335894,1.24122
0.101726,0.0963281,0.0936024,0.0335894,1.29285
0.101726,0.0963281,0.0936024,0.0335894,1.25374
0.101726,0.0963281,0.0936024,0.0335894,0.194362
0.101726,0.0963281,0.0936024,0.0335894,1.26148
0.101726,0.0963281,0.0936024,0.0335894,2.47823
0.101726,0.0963281,0.0936024,0.0335894,1.27005
0.101726,0.0963281,0.0936024,0.0335894,0.616971
0.101726,0.0963281,0.0936024,0.0335894,0.910558
0.101726,0.0963281,0.0936024,0.0335894,3.15563
0.101726,0.0963281,0.0936024,0.0335894,0.736218
0.101726,0.0963281,0.0936024,0.0335894,1.31938
0.101726,0.0963281,0.0936024,0.0335894,0.370987
0.101726,0.0963281,0.0936024,0.0335894,1.07528
0.101726,0.0963281,0.0936024,0.0335894,1.05586
0.101726,0.0963281,0.0936024,0.0335894,2.1025
0.101726,0.0963281,0.0936024,0.0335894,3.09278
0.101726,0.0963281,0.0936024,0.0335894,1.14615
0.101726,0.0963281,0.0936024,0.0335894,1.79256
0.101726,0.0963281,0.0936024,0.0335894,2.94304
0.101726,0.0963281,0.0936024,0.0335894,1.23575
0.101726,0.0963281,0.0936024,0.0335894,0.782338
0.101726,0.0963281,0.0936024,0.0335894,2.0224
0.101726,0.0963281,0.0936024,0.0335894,1.3664
0.101726,0.0963281,0.0936024,0.0335894,0.715323
0.101726,0.0963281,0.0936024,0.0335894,0.670123
0.101726,0.0963281,0.0936024,0.0335894,1.40912
0.101726,0.0963281,0.0936024,0.0335894,1.24824
0.101726,0.0963281,0.0936024,0.0335894,2.30842
0.101726,0.0963281,0.0936024,0.0335894,1.17355
0.101726,0.0963281,0.0936024,0.0335894,0.760343
0.101726,0.0963281,0.0936024,0.0335894,1.58222
0.101726,0.0963281,0.0936024,0.0335894,1.35546
0.101726,0.0963281,0.0936024,0.0335894,0.7707
0.101726,0.0963281,0.0936024,0.0335894,0.652846
0.101726,0.0963281,0.0936024,0.0335894,0.591754
0.101726,0.0963281,0.0936024,0.0335894,0.907887
0.101726,0.0963281,0.0936024,0.0335894,1.04785
0.101726,0.0963281,0.0936024,0.0335894,1.13394
0.101726,0.0963281,0.0936024,0.0335894,0.377955
0.101726,0.0963281,0.0936024,0.0335894,0.462784
0.101726,0.0963281,0.0936024,0.0335894,0.999333
0.101726,0.0963281,0.0936024,0.0335894,0.909167
0.101726,0.0963281,0.0936024,0.0335894,1.77943
0.101726,0.0963281,0.0936024,0.0335894,1.43722
0.101726,0.0963281,0.0936024,0.0335894,0.824595
0.101726,0.0963281,0.0936024,0.0335894,1.6871
0.101726,0.0963281,0.0936024,0.0335894,1.26159
0.101726,0.0963281,0.0936024,0.0335894,0.315952
0.101726,0.0963281,0.0936024,0.0335894,0.202891
0.101726,0.0963281,0.0936024,0.0335894,0.462957
0.101726,0.0963281,0.0936024,0.0335894,1.67627
0.101726,0.0963281,0.0936024,0.0335894,0.869603
0.101726,0.0963281,0.0936024,0.0335894,0.390969
0.101726,0.0963281,0.0936024,0.0335894,2.20246
0.101726,0.0963281,0.0936024,0.0335894,0.705405
0.101726,0.0963281,0.0936024,0.0335894,1.55462
0.101726,0.0963281,0.0936024,0.0335894,0.766932
0.101726,0.0963281,0.0936024,0.0335894,1.50687
0.101726,0.0963281,0.0936024,0.0335894,2.22134
0.101726,0.0963281,0.0936024,0.0335894,0.979416
0.101726,0.0963281,0.0936024,0.0335894,1.52465
0.101726,0.0963281,0.0936024,0.0335894,1.86516
0.101726,0.0963281,0.0936024,0.0335894,1.87269
0.101726,0.0963281,0.0936024,0.0335894,1.39967
0.101726,0.0963281,0.0936024,0.0335894,0.606417
0.101726,0.0963281,0.0936024,0.0335894,0.238188
0.101726,0.0963281,0.0936024,0.0335894,0.444133
0.101726,0.0963281,0.0936024,0.0335894,1.68912
0.101726,0.0963281,0.0936024,0.0335894,0.513681
0.101726,0.0963281,0.0936024,0.0335894,0.641979
0.101726,0.0963281,0.0936024,0.0335894,1.46154
0.101726,0.0963281,0.0936024,0.0335894,1.42141
0.101726,0.0963281,0.0936024,0.0335894,1.43269
0.101726,0.0963281,0.0936024,0.0335894,0.074173
0.101726,0.0963281,0.0936024,0.0335894,1.60451
0.101726,0.0963281,0.0936024,0.0335894,1.07249
0.101726,0.0963281,0.0936024,0.0335894,1.63563
0.101726,0.0963281,0.0936024,0.0335894,1.60596
0.101726,0.0963281,0.0936024,0.0335894,0.340778
0.101726,0.0963281,0.0936024,0.0335894,0.617829
0.101726,0.0963281,0.0936024,0.0335894,1.6581
0.101726,0.0963281,0.0936024,0.0335894,2.0668
0.101726,0.0963281,0.0936024,0.0335894,0.418493
0.101726,0.0963281,0.0936024,0.0335894,0.58623
0.101726,0.0963281,0.0936024,0.0335894,0.592194
0.101726,0.0963281,0.0936024,0.0335894,0.155562
0.101726,0.0963281,0.0936024,0.0335894,0.693535
0.101726,0.0963281,0.0936024,0.0335894,1.59552
0.101726,0.0963281,0.0936024,0.0335894,1.90063
0.101726,0.0963281,0.0936024,0.0335894,1.53746
0.101726,0.0963281,0.0936024,0.0335894,0.856723
0.101726,0.0963281,0.0936024,0.0335894,0.438676
0.101726,0.0963281,0.0936024,0.0335894,0.707182
0.101726,0.0963281,0.0936024,0.0335894,1.43211
0.101726,0.0963281,0.0936024,0.0335894,1.28902
0.101726,0.0963281,0.0936024,0.0335894,0.832073
0.101726,0.0963281,0.0936024,0.0335894,1.52235
0.101726,0.0963281,0.0936024,0.0335894,1.01052
0.101726,0.0963281,0.0936024,0.0335894,1.46095
0.101726,0.0963281,0.0936024,0.0335894,1.74986
0.101726,0.0963281,0.0936024,0.0335894,1.74603
0.101726,0.0963281,0.0936024,0.0335894,0.890627
0.101726,0.0963281,0.0936024,0.0335894,1.18681
0.101726,0.0963281,0.0936024,0.0335894,0.733701
0.101726,0.0963281,0.0936024,0.0335894,1.5163
0.101726,0.0963281,0.0936024,0.0335894,1.50908
0.101726,0.0963281,0.0936024,0.0335894,1.08603
0.101726,0.0963281,0.0936024,0.0335894,1.40387
0.101726,0.0963281,0.0936024,0.0335894,0.878776
0.101726,0.0963281,0.0936024,0.0335894,1.44907
0.101726,0.0963281,0.0936024,0.0335894,0.964756
0.101726,0.0963281,0.0936024,0.0335894,0.620549
0.101726,0.0963281,0.0936024,0.0335894,0.64933
0.101726,0.0963281,0.0936024,0.0335894,0.783065
0.101726,0.0963281,0.0936024,0.0335894,1.53498
0.101726,0.0963281,0.0936024,0.0335894,1.87424
0.101726,0.0963281,0.0936024,0.0335894,0.437357
0.101726,0.0963281,0.0936024,0.0335894,1.38771
0.101726,0.0963281,0.0936024,0.0335894,0.642805
0.101726,0.0963281,0.0936024,0.0335894,1.79336
0.101726,0.0963281,0.0936024,0.0335894,1.65323
0.101726,0.0963281,0.0936024,0.0335894,0.758565
0.101726,0.0963281,0.0936024,0.0335894,0.888883
0.101726,0.0963281,0.0936024,0.0335894,1.02493
0.101726,0.0963281,0.0936024,0.0335894,1.11568
0.101726,0.0963281,0.0936024,0.0335894,1.79768
0.101726,0.0963281,0.0936024,0.0335894,1.29293
0.101726,0.0963281,0.0936024,0.0335894,1.59346
0.101726,0.0963281,0.0936024,0.0335894,0.854307
0.101726,0.0963281,0.0936024,0.0335894,1.35688
0.101726,0.0963281,0.0936024,0.0335894,1.75315
0.101726,0.0963281,0.0936024,0.0335894,0.652018
0.101726,0.0963281,0.0936024,0.0335894,1.23938
0.101726,0.0963281,0.0936024,0.0335894,0.777727
0.101726,0.0963281,0.0936024,0.0335894,0.90831
0.101726,0.0963281,0.0936024,0.0335894,1.13487
0.101726,0.0963281,0.0936024,0.0335894,1.11473
0.101726,0.0963281,0.0936024,0.0335894,1.80945
0.101726,0.0963281,0.0936024,0.0335894,0.924172
0.101726,0.0963281,0.0936024,0.0335894,1.34154
0.101726,0.0963281,0.0936024,0.0335894,1.32943
0.101726,0.0963281,0.0936024,0.0335894,1.42001
0.101726,0.0963281,0.0936024,0.0335894,0.948114
0.101726,0.0963281,0.0936024,0.0335894,0.945245
0.101726,0.0963281,0.0936024,0.0335894,0.764854
0.101726,0.0963281,0.0936024,0.0335894,0.694127
0.101726,0.0963281,0.0936024,0.0335894,1.53039
0.101726,0.0963281,0.0936024,0.0335894,1.15814
0.101726,0.0963281,0.0936024,0.0335894,1.96071
0.101726,0.0963281,0.0936024,0.0335894,1.56257
0.101726,0.0963281,0.0936024,0.0335894,2.22243
0.101726,0.0963281,0.0936024,0.0335894,1.10753
0.101726,0.0963281,0.0936024,0.0335894,1.41952
0.101726,0.0963281,0.0936024,0.0335894,0.483832
0.101726,0.0963281,0.0936024,0.0335894,1.79865
0.101726,0.0963281,0.0936024,0.0335894,1.50676
0.101726,0.0963281,0.0936024,0.0335894,0.605303
0.101726,0.0963281,0.0936024,0.0335894,2.11286
0.101726,0.0963281,0.0936024,0.0335894,1.62902
0.101726,0.0963281,0.0936024,0.0335894,0.477478
0.101726,0.0963281,0.0936024,0.0335894,0.964596
0.101726,0.0963281,0.0936024,0.0335894,1.66407
0.101726,0.0963281,0.0936024,0.0335894,0.158474
0.101726,0.0963281,0.0936024,0.0335894,0.949307
0.101726,0.0963281,0.0936024,0.0335894,0.665848
0.101726,0.0963281,0.0936024,0.0335894,2.24459
0.101726,0.0963281,0.0936024,0.0335894,1.89265
0.101726,0.0963281,0.0936024,0.0335894,0.382192
0.101726,0.0963281,0.0936024,0.0335894,0.858591
0.101726,0.0963281,0.0936024,0.0335894,1.3542
0.101726,0.0963281,0.0936024,0.0335894,0.367011
0.101726,0.0963281,0.0936024,0.0335894,0.963944
0.101726,0.0963281,0.0936024,0.0335894,0.743858
0.101726,0.0963281,0.0936024,0.0335894,0.730716
0.101726,0.0963281,0.0936024,0.0335894,0.660162
0.101726,0.0963281,0.0936024,0.0335894,1.99158
0.101726,0.0963281,0.0936024,0.0335894,0.696025
0.101726,0.0963281,0.0936024,0.0335894,0.285173
0.101726,0.0963281,0.0936024,0.0335894,1.11324
0.101726,0.0963281,0.0936024,0.0335894,1.08701
0.101726,0.0963281,0.0936024,0.0335894,0.856664
0.101726,0.0963281,0.0936024,0.0335894,1.21188
0.101726,0.0963281,0.0936024,0.0335894,1.42919
0.101726,0.0963281,0.0936024,0.0335894,1.27296
0.101726,0.0963281,0.0936024,0.0335894,0.98596
0.101726,0.0963281,0.0936024,0.0335894,1.39511
0.101726,0.0963281,0.0936024,0.0335894,1.02145
0.101726,0.0963281,0.0936024,0.0335894,1.14687
0.101726,0.0963281,0.0936024,0.0335894,1.86072
0.101726,0.0963281,0.0936024,0.0335894,1.17289
0.101726,0.0963281,0.0936024,0.0335894,1.53522
0.101726,0.0963281,0.0936024,0.0335894,0.947858
0.101726,0.0963281,0.0936024,0.0335894,1.79608
0.101726,0.0963281,0.0936024,0.0335894,1.98413
0.101726,0.0963281,0.0936024,0.0335894,1.06713
0.101726,0.0963281,0.0936024,0.0335894,1.18603
0.101726,0.0963281,0.0936024,0.0335894,1.36423
0.101726,0.0963281,0.0936024,0.0335894,1.06527
0.101726,0.0963281,0.0936024,0.0335894,0.966765
0.101726,0.0963281,0.0936024,0.0335894,2.2608
0.101726,0.0963281,0.0936024,0.0335894,2.30072
0.101726,0.0963281,0.0936024,0.0335894,1.5624
0.101726,0.0963281,0.0936024,0.0335894,1.3051
0.101726,0.0963281,0.0936024,0.0335894,1.5896
0.101726,0.0963281,0.0936024,0.0335894,1.05866
0.101726,0.0963281,0.0936024,0.0335894,0.878254
0.101726,0.0963281,0.0936024,0.0335894,2.09588
0.101726,0.0963281,0.0936024,0.0335894,1.45253
0.101726,0.0963281,0.0936024,0.0335894,1.17411
0.101726,0.0963281,0.0936024,0.0335894,1.4124
0.101726,0.0963281,0.0936024,0.0335894,1.76951
0.101726,0.0963281,0.0936024,0.0335894,0.925559
0.101726,0.0963281,0.0936024,0.0335894,2.24898
0.101726,0.0963281,0.0936024,0.0335894,1.34993
0.101726,0.0963281,0.0936024,0.0335894,1.2766
0.101726,0.0963281,0.0936024,0.0335894,1.17405
0.101726,0.0963281,0.0936024,0.0335894,0.963023
0.101726,0.0963281,0.0936024,0.0335894,0.376314
0.101726,0.0963281,0.0936024,0.0335894,0.823281
0.101726,0.0963281,0.0936024,0.0335894,2.09396
0.101726,0.0963281,0.0936024,0.0335894,1.13669
0.101726,0.0963281,0.0936024,0.0335894,1.40061
0.101726,0.0963281,0.0936024,0.0335894,1.74041
0.101726,0.0963281,0.0936024,0.0335894,2.08579
0.101726,0.0963281,0.0936024,0.0335894,2.16574
0.101726,0.0963281,0.0936024,0.0335894,1.42253
0.101726,0.0963281,0.0936024,0.0335894,0.898558
0.101726,0.0963281,0.0936024,0.0335894,0.878074
0.101726,0.0963281,0.0936024,0.0335894,0.924599
0.101726,0.0963281,0.0936024,0.0335894,0.763309
0.101726,0.0963281,0.0936024,0.0335894,1.74318
0.101726,0.0963281,0.0936024,0.0335894,2.31271
0.101726,0.0963281,0.0936024,0.0335894,0.877712
0.101726,0.0963281,0.0936024,0.0335894,0.979566
0.101726,0.0963281,0.0936024,0.0335894,2.1729
0.101726,0.0963281,0.0936024,0.0335894,1.94969
0.101726,0.0963281,0.0936024,0.0335894,1.68874
0.101726,0.0963281,0.0936024,0.0335894,1.30924
0.101726,0.0963281,0.0936024,0.0335894,1.60516
0.101726,0.0963281,0.0936024,0.0335894,1.6141
0.101726,0.0963281,0.0936024,0.0335894,0.938871
0.101726,0.0963281,0.0936024,0.0335894,0.393473
0.101726,0.0963281,0.0936024,0.0335894,0.903788
0.101726,0.0963281,0.0936024,0.0335894,1.60293
0.101726,0.0963281,0.0936024,0.0335894,1.11594
0.101726,0.0963281,0.0936024,0.0335894,1.12824
0.101726,0.0963281,0.0936024,0.0335894,1.07855
0.101726,0.0963281,0.0936024,0.0335894,2.07137
0.101726,0.0963281,0.0936024,0.0335894,0.942387
0.101726,0.0963281,0.0936024,0.0335894,1.07718
0.101726,0.0963281,0.0936024,0.0335894,1.29733
0.101726,0.0963281,0.0936024,0.0335894,0.741388
0.101726,0.0963281,0.0936024,0.0335894,1.12948
0.101726,0.0963281,0.0936024,0.0335894,2.904
0.101726,0.0963281,0.0936024,0.0335894,0.915674
0.101726,0.0963281,0.0936024,0.0335894,1.15691
0.101726,0.0963281,0.0936024,0.0335894,1.38507
0.101726,0.0963281,0.0936024,0.0335894,0.755619
0.101726,0.0963281,0.0936024,0.0335894,2.8891
0.101726,0.0963281,0.0936024,0.0335894,1.49095
0.101726,0.0963281,0.0936024,0.0335894,2.89549
0.101726,0.0963281,0.0936024,0.0335894,1.96365
0.101726,0.0963281,0.0936024,0.0335894,0.62791
0.101726,0.0963281,0.0936024,0.0335894,0.716028
0.101726,0.0963281,0.0936024,0.0335894,1.30317
0.101726,0.0963281,0.0936024,0.0335894,3.02212
0.101726,0.0963281,0.0936024,0.0335894,1.81493
0.101726,0.0963281,0.0936024,0.0335894,0.453739
0.101726,0.0963281,0.0936024,0.0335894,1.37165
0.101726,0.0963281,0.0936024,0.0335894,1.76953
0.101726,0.0963281,0.0936024,0.0335894,1.58526
0.101726,0.0963281,0.0936024,0.0335894,1.11426
0.101726,0.0963281,0.0936024,0.0335894,2.26134
0.101726,0.0963281,0.0936024,0.0335894,1.33017
0.101726,0.0963281,0.0936024,0.0335894,0.903848
0.101726,0.0963281,0.0936024,0.0335894,1.21636
0.101726,0.0963281,0.0936024,0.0335894,0.73136
0.101726,0.0963281,0.0936024,0.0335894,1.0523
0.101726,0.0963281,0.0936024,0.0335894,1.955
0.101726,0.0963281,0.0936024,0.0335894,2.347
0.101726,0.0963281,0.0936024,0.0335894,1.08916
0.101726,0.0963281,0.0936024,0.0335894,1.7765
0.101726,0.0963281,0.0936024,0.0335894,1.13994
0.101726,0.0963281,0.0936024,0.0335894,1.21378
0.101726,0.0963281,0.0936024,0.0335894,1.66563
0.101726,0.0963281,0.0936024,0.0335894,1.02959
0.101726,0.0963281,0.0936024,0.0335894,2.99068
0.101726,0.0963281,0.0936024,0.0335894,0.666022
0.101726,0.0963281,0.0936024,0.0335894,0.719496
0.101726,0.0963281,0.0936024,0.0335894,0.0960286
0.101726,0.0963281,0.0936024,0.0335894,0.625547
0.101726,0.0963281,0.0936024,0.0335894,0.790773
0.101726,0.0963281,0.0936024,0.0335894,0.913372
0.101726,0.0963281,0.0936024,0.0335894,0.280142
0.101726,0.0963281,0.0936024,0.0335894,1.37862
0.101726,0.0963281,0.0936024,0.0335894,1.01732
0.101726,0.0963281,0.0936024,0.0335894,1.58685
0.101726,0.0963281,0.0936024,0.0335894,1.03385
0.101726,0.0963281,0.0936024,0.0335894,1.5053
0.101726,0.0963281,0.0936024,0.0335894,0.787691
0.101726,0.0963281,0.0936024,0.0335894,1.00254
0.101726,0.0963281,0.0936024,0.0335894,0.899346
0.101726,0.0963281,0.0936024,0.0335894,0.917266
0.101726,0.0963281,0.0936024,0.0335894,2.52381
0.101726,0.0963281,0.0936024,0.0335894,0.710677
0.101726,0.0963281,0.0936024,0.0335894,1.78398
0.101726,0.0963281,0.0936024,0.0335894,1.12702
0.101726,0.0963281,0.0936024,0.0335894,2.97617
